date,acquirer,target,value,sector,subsector,importance,source,url,title,status
2026-08-07,A2MP,Canyon Resources,,Materials,metals & mining,2,AL Circle,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOTEFCRXg4UW9VZWo2eUd5WVY5aUItYmNKc2RudnhzTkNwZnlSUUxYNVczYXlIMlI3bW5HeVR1c19wdE9KMU1tcVZwdnhYVlJNN1hBUjd6d2tBb2FJR29QODl1bmxpbE5BRXRSSUN5XzlyQnp6R1FXRUtXTTQ0Nk5hTGlwMF9JZEpXZG1xdmwxUVYyUHZZdVJpOS1pZTdUeFMtUXVDMG9mblNrd01lQzM1TVdFVEMtMFZPQmxkVVZPWFI?oc=5,A2MP takeover bid casts uncertainty over Canyon Resources' Minim Martap bauxite project,pending
2026-08-07,Navitas,Tiberius and Logan discoveries (deepwater US Gulf interests),,Energy,exploration & production,2,Oil & Gas Journal,https://news.google.com/rss/articles/CBMiygFBVV95cUxPSzdDUURlRnVUN1hzNzk4eDZlcEd6UGE2WjhBTml3ZW9IQzJSYU1CeEpvVUdGXzNoZUtMZkMyX2xuTEowMzJqWEE3OFBWdXhCbTNPVlFxaDRqaUxKMXhrMUxjUGFIblJ1NmRIWGMxcHhaY3NJM1ZDdWpOc3UxZExPV1FpLTdiODRnUmZ4MnUzanpiNDgydjU2MGx0NDEyVDlRSzVOcVh3MXNleFc0MDlwdG81R2pKNWk4R2Z3dmtnamxabEw0MzMxdXl3?oc=5,"Navitas to acquire interests in Tiberius, Logan discoveries in deepwater US Gulf",closed
2026-08-07,Aquatech,Metichem,,Industrials,construction & engineering,2,smartwatermagazine.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxQWHhRVHVXcTAzcFhXYURlZ29ZMDlqM1FDOUF0RXJFUzVwQjBmQW1EUU5TWFMwS05xNXNSSERPb1B4ZWw0c1Fib1BPUDg1LUJEaWcwNnlibmRPeDAxUmJlMmNqRm5pcEdwUkpOdVpGM0lhdHZLZnBYcHVVQ1d1dm9pT2JiNFRGUVlfUWN3YmdVa0UwS3M1czAw?oc=5,Aquatech completes acquisition of UAE’s Metichem,closed
2026-08-07,Nielsen,DoubleVerify,$2.15B,Technology,software,4,citybiz,https://news.google.com/rss/articles/CBMilgFBVV95cUxQSWtUZEhwR0Q1Y2FJWXNLTFgxcEgyclBxbkljUXdTY0x5VmlYVk9MSmJrd3E0WU4tM2FobDFuc3FYeG1iT2U4OGgzZXBrM0ZxSGVmc2Ytd0JuR2xGeTNJbXl1anpfMmlva3VfSE1BQXdzMF95aUVKT0t4RkJfU2hMcW50Nk91ZEdRQnhpdWhlVkZRa2dmVXc?oc=5,Nielsen to Acquire DoubleVerify in $2.15 Billion Deal,closed
2026-08-07,ENEOS Holdings,TPC Group,$1.27B,Energy,refining,4,The Business Journals,https://news.google.com/rss/articles/CBMiqAFBVV95cUxObm9rak9ZcU9jNFlfSElOSl95VVdUY3UxWE1YM3JKcy1COXd1ZUluNzIwcW45bll0Tnd6M25ZUFlaSTkydFpiLXlMeTBFVURacVhTSXZodUtoLVJKcW1wWUxqNWpmakhnZV9jTEVVWXlYRzhCaDR6RTEyMVp5NWFuM0k2LTAtcnEtQ1VyY092SE9hZHVSekowMGgxLUQzTDE4OWJMLWlnMko?oc=5,Japanese conglomerate to acquire Houston petrochemical company TPC for estimated $1.27B,closed
2026-08-07,Solairus,Clay Lacy Aircraft Charter Management Business,,Industrials,transportation & logistics,2,Aviation International News,https://news.google.com/rss/articles/CBMivwFBVV95cUxOaWJ2MkYxNGlYeHh6RFA0X3JOSHZsQjdBSW1JWTBXX0t4ZmpvMTRybG5uOFpqcVhjQVZUeXptV29DNVZJd1ZoczdmN2tEZmdkaDA3NnE1WVk1ektvS1V0czVUZVdMUzV2bTBLR3ZoQ2R6OGNSWDdNdHQxck1tVkFSdXI3X1dIcFoxbHNta0g4WksyQUp3ZndkWHR0ck1SeDZHUHZEeEpHRkJuY29KdGdUbGJUODVoTXNiUEc4VXZiRQ?oc=5,Solairus Agrees To Acquire Clay Lacy Aircraft Charter Management Business,closed
2026-08-07,AMD,Taalas,,Technology,semiconductors,3,Financial Post,https://news.google.com/rss/articles/CBMigwFBVV95cUxOakJkOVRMSWVpWFVNRDJ0V2EzeVMzd3JFb1hYQnBINXZleWJrYU9YT2E1WWlMR2ZGZmdlS0hLTkVidmJmZmNsT2VwNV9ueEhVOWc3YmtVbXBpUnFkTy16cjFVYkc5V1UzNk1EeUJUbU0tdzhGQ3FhazlBU2Nfb19PbFhpSQ?oc=5,AMD’s acquisition of Toronto chip startup Taalas shows Canada needs to do more to keep companies at home,closed
2026-08-07,EW Group,Olmix,,Consumer Staples,food & beverage,2,Feed Strategy,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQcmR5aXRRSTNPUzhhMV81aUlCNFlRVUowQThJcjBKc1c4NS1BYVBJal9XS3E2RFVaZW1EQ2tXWkN4NkpjSHNjM1E3aVFOS2tTUTYzYk9yamo3R1lZNUVJNi12RzlFVnhhZ1lORmxQSDYtVkNTcDZabnplV0JKNzBiYWpuTEhjU2lYWVRCZWM1ek8yb0ZjX2M3WDJYMWFYT1BiSUh5WjNkVGg3X0ZyZDZIc0NYRWczZzZw?oc=5,EW Group completes Olmix acquisition,closed
2026-08-07,Arko Petroleum Corp.,U.S. Petroleum Partners,,Energy,oil & gas,2,CSP Daily News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQczlscWZtdG1MVGRTYTZ1WlhiRnJTMHNzX3g0RGRjMUJrc1BKaWhaVEVXREN3LU9keGFaV0xtN25ZQTk1VHloMlhIdDdzR1NoRENCYVpZVVlYVjlGQWIyMFB4dHE3X2RYUTdrOTlaV1FyY0JCSXRPRTNJaDhwcDlMRWtKQ015VkFHNEx1SFc4R3ptaXdYT1VCTkFfNHUwdXRpQWZMZWZtSzEyWEpMTEZJUFFEQUJTWnM5?oc=5,"Arko Petroleum Corp. to acquire U.S. Petroleum Partners, a fuel distribution company serving the Great Lakes region",closed
2026-08-07,Weatherford,NCS Multistage,,Energy,energy equipment & services,3,EnergyNow.com,https://news.google.com/rss/articles/CBMikAFBVV95cUxPQVVEMTd3cHpic3lQRjZ5eXBPY0xpZGQ5VjFTM0tRSWRSMjJRbHBONVk4eTVXX29QSXJjX0YyOEJJUzFVQmZFanZBUDhUWmRzN185T09WY3BGMUdSWkZuVzR6eXdtb2xfbXdSQlI5U0hpMlZ0YU5qdmltTE9hVkI5YjdsbkFOWklmZlNVOWwxYnE?oc=5,Weatherford to Acquire Oilfield Tech Firm NCS Multistage,closed
2026-08-07,Gloo,Cedarstone,,Technology,software,2,FF News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQMXBOaUZIZVNRQzg3RkZTY1FINGo0RklBODBJMkZwb0haQWRfWjNoSEZOeElBb0o5WjREVTRta2hPbV9INEM4X0lVdHZNTmQ1OUQwQWs5QjRJczJaUF9Bdm5LWmJaWFFOSGZDVkFHaUwxZ2tHSkdhMTVZand4LWVLeGVPMnBmZGp0a0E0d3dLdXBydlB4YWk4cDFQYUFyaFBVbWxBWXZzWlYxUQ?oc=5,Gloo to Acquire Cedarstone to Scale AI-Driven Financial Outsourcing for Nonprofits,closed
2026-08-07,Central Retail,MaxValu Thailand,,Consumer Staples,food retail,3,Bangkok Post,https://news.google.com/rss/articles/CBMimwFBVV95cUxNS29NNWFHVkRLS0lqLXp6ai1iZW9JWTVHX2R1THM1QThPanBVSDRmRmFpV1ppVXFoQnphVTB4ZHJtSXZCVkNqeUhhV0FLNGp4MWVxR0hlb2VQZ3gxOFM0Z29YUXY3M2RfOHlfcVNSZUpDNEEyUU5ncGxmaTlQQWdmSjRja2lrZkI4R3dZbGpRWXozd29qVEZWbU9Sbw?oc=5,Central Retail to acquire MaxValu Thailand,closed
2026-08-07,Tarsus Pharmaceuticals,Alkeus Pharmaceuticals,$450M,Healthcare,pharmaceuticals,3,Pharmaceutical Executive,https://news.google.com/rss/articles/CBMieEFVX3lxTE1tdHNlX2FvWWpPVFl3TWdoUW94blRMbEc5QXBuMERQVEhFNmV2dk95eU5xX1FEeE9wR085cThUNlA4emRhckpiRzFSVmxyaWxOMDZ4amdXTFFSNTlxTlBVZU5UZ29lSTdCejJ2VS1QQUdJbkFRdzhJeQ?oc=5,Tarsus Pharmaceuticals to Acquire Alkeus Pharmaceuticals for $450 Million,closed
2026-08-07,Osmoflo,Guidera O'Connor,,Industrials,construction & engineering,2,smartwatermagazine.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxQMkJVNVUzYVRVMFE4aUROY0ZkaVc4SEpyLXJEeHFsUDROWkR3Sm1MYmRlWVNtc2JpenZnc01fZFRtc3NCYjY5dlk0VE9xaktXUmFEakpqdk9SNTk1YmVFc2ZqV0EzclRya2RNQU9kcUItNmlJTGlVVk9zQml0VHhzSnVlaXNGcFZHM2pyRXVlWWNoLUE4dUoyUnNTbnBfUzJpZUk5QnhTWFJsMXJ5alVOVG1vb0dMcGM?oc=5,Osmoflo to acquire Australian water infrastructure firm Guidera O’Connor,closed
2026-08-07,Vireo Growth,PharmaCann Colorado Retail Assets,,Healthcare,pharmaceuticals,2,The Manila Times,https://news.google.com/rss/articles/CBMiigJBVV95cUxOWmF5Y0lUdHZHMVFueXNjLThEOXljcUdyZXlzODBXdFFwRmZEVDFhTVZJSFo1Mmp6NHpWUWxlMUQwMDIzc3dLMlRLY3h2aEYxVHBMeHJNazRrZV9oX19sbHp2ZlNlQ0h3Q3ByQk5oZkdPNmRjb3JucEY5bnRkWUlXZ1NGQUgxM1ZBQ1JVOE5vR3JJaVpLX0lObUZ5dU8wbXRFdGdQUDBPRjNHVlpjMW5rdWozcnAwZGNJRGRlbnJuYzdQdFNFbkJha3llV1ZGeDdOSTROUUdaYzhDRVFEdVR2eUlMNDZ2N01maTNGajVKcHA5ZlJVLXhVT0ZGMVlCb1VNbVpYaElFRkhLQdIBjwJBVV95cUxOd0ltNlhPa3Vkcng5R0YwUGRDbXh4SGEwOWVKUVpUUTVuR19UTFVFUTlkeUUyeHloSU5JTy0xeHQweUFHSmp2QzNuTW8waEl6dnlfb1VVSnpROXpNZHFkMlJRVXhfcUtfdjRlWXJ4ZUtyWTY5c0V3enZab1JvVS0teFdkWEd2U2w3aTdfY0dBdG5UcEdvYWYwRERPY2t1WXphRkJPTXN4QU9PYWhpYktyVGlkSmh4aDdDUzJOX3NkQ3p5M1NMQVVtZmZ5SFlFMTh0cHpUSS1MZExTZ3R5NGVKck9pUHJVSEZUeUhUX1lTc1hyU2RMQkRuYjRpQ3ExS2d0TmFDN3oycnlaeDNWUnZ3?oc=5,Vireo Growth Receives Regulatory Approval and Completes Acquisition of PharmaCann Colorado Retail Assets,closed
2026-08-07,Swiss investor,Aroma-Zone,,Consumer Staples,personal care,2,retaildetail.eu,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQll5NmdwN2NwcFhORktpa2d3bTJ1WUFnVktNSWRaYkd0UzU0V2RLOTZ2TnRaUnZDa1ZiRFZvNlFzdVVhcS1maGNSR2dlUGs0OVA4QWs4OVRUcDBPdzhJX0VJa1NiRHRlTmtkeHJQbUh2SVhiNnMxR0hFbkxYX1dhY2laZUZtS3NWenZ5Y3JZUFJtYWY5Yl90ZzcybVBKeGpjYk90Z2NsaHhjSnU0UU5RcXpHNA?oc=5,French beauty chain Aroma-Zone to be acquired by Swiss investor,closed
2026-08-07,Macquarie Asset Management,IHS Towers South American Tower Operations,,Communications,telecom,3,Yahoo Finance,https://news.google.com/rss/articles/CBMirwFBVV95cUxPQ3BTVVZETmQwUXJsY1dqemhzTUozbGpVUTFsX0tJSVlycjkweWFSTkRfMlBPV2dKSGNCNmhMZ0I5RGJHcjBFeTJQejRha1hSYlpsNDRCQXBOeGVNNkNvSzFWOTVKVUM1eW1vNkVjemZabkZtMldESzhpNmJnTl9mbjV5Wk9BQnhxV0xoT3N3LVl4dFVDNWd3NFRPNHdKUFR6WHFoOUdLR013QVhQbGo4?oc=5,Macquarie Asset Management Completes Acquisition of IHS Towers’ South American Tower Operations,closed
2026-08-07,Mitsubishi Electric,MEDCOM,,Industrials,machinery,3,01net,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQX2JCVFlPTXJWeU9iMFhhQ1JNUFRlYi1MelFPNkZHcEZfdmo0aFFZeTI2MkdiNEFORWJHVTUwRmFQQXY0REpRNXJrcGdPNWZ1cXQyS2tGSEVCZEMzQUdPVjk5WXVIelNqRndYUG9mU01WRXVIUHYzd1EwOXZzZVlJZGw3RWRCa2hTQm5hT0Zvcy1tVkVSQ0ZuV0xlTlc1MGtkaHF6UG1DRGxaenN1Z21Md2JQdURKVXhucWxrNXdFR1lXc0RJWEFUUQ?oc=5,"Mitsubishi Electric to Wholly Acquire Polish-based MEDCOM, Manufacturer of Electrical Equipment for Railcars",closed
2026-08-07,Lumina Datamatics,TNQTech,,Technology,IT services,2,SMEStreet,https://news.google.com/rss/articles/CBMi5AFBVV95cUxOY3ZIMlRGQ1FnQmVNUS1KbDFuUldUS3Z3ZFpDWmdUNXI1Z1RSTHk3LUp0RnVMcEkxTHFVajlWVFo1SWJPVWx5ZnhHQ3BpVl9BRUtZVmRWY2JNclNaSVNScjZoVkd0QUhBR3F3b2ZlNF9vd1UyTjhGT0Rna0tFMm80cDVCNEJoVy16Z3lsMjM4cDdocDN6bmJtYjB0SEpGaDRpeUNhLWZZZFRtUE5ZMERwTEF2TlBUUTRqcmNDTzlZdDNsNE92cjY3cHBud0swcm1lWlFhN2J6b1g1djFPUmlCS2luX2TSAeQBQVVfeXFMTmN2SDJURkNRZ0JlTVEtSmwxblJXVEt2d2RaQ1pnVDVyNWdUUkx5Ny1KdEZ1THBJMUxxVWo5VlRaNUliT1VseWZ4R0NwaVZfQUVLWVZkVmNiTXJTWklTUnI2aFZHdEFIQUdxd29mZTRfb3dVMk44Rk9EZ2tLRTJvNHA1QjRCaFctemd5bDIzOHA3aHAzem5ibWIwdEhKRmg0aXlDYS1mWWRUbVBOWTBEcExBdk5QVFE0anJjQ085WXQzbDRPdnI2N3BwbndLMHJtZVpRYTdiem9YNXYxT1JpQktpbl9k?oc=5,"Lumina Datamatics Completes Acquisition of TNQTech, Creating a Global Leader in Scholarly Publishing Solutions",closed
2026-08-07,bp,Woodside 70% interest in Calypso project,,Energy,exploration & production,3,Europétrole,https://news.google.com/rss/articles/CBMimgFBVV95cUxPcUJIOExaaEFJYS1EZXhyV3QyWEN4a1NtMkI1ZzJab0pwUGpMeFY0ejltZE1ZYVJ2Qk9faWx5djdpWG9JNE0zaVAwQmJfNkpjdXBYc2ZyMFhha3cxOEx2U3lGU0FiZ2FkenNQMDhhVUtDTHU0XzZaZzFaam5RS2h6cEJJVld6Wm4yc1B2U3dBdHZ1ajNPTDROdnh3?oc=5,bp to acquire Woodside’s 70% interest in Calypso project,closed
2026-08-07,Apollo,easyJet,,Industrials,airlines,4,Aviation Business News,https://news.google.com/rss/articles/CBMipwFBVV95cUxPWUhiamVMTkFvOGRTbXN6a1hkdjRONjZjdC1xRUtHN3ppNTNXLU5UNTk1Ri1wZGd1U2pEeUFqcHFVaVFWbmo4T2hCNkozbUswUWdaZG1uUE9fX256WkNuY0hMRy14LVlzQ3FKdlZWdU1JWEpYcVVoN1pYUDRlNHFadFRRMXZOQkJDY3lLWE4xUW1veXBRb0h0Ui1FOGJiZ1EzUU9iQmRBOA?oc=5,Apollo confirms firm £7.15-a-share offer for easyJet,pending
2026-08-07,Ratio,Pharos Energy,,Energy,oil & gas,3,Offshore Engineer Magazine,https://news.google.com/rss/articles/CBMioAFBVV95cUxOZ2s3enNqaWFpRzZpYjlGTEw1SmpZbExmQWFyVTFGTHdDb0RHY2NXZU5udVZITVVRZFYwVmVCTnVlakcxdVduVkFhT1VuZ256aUxMTF9PSllfaTlLeEl4bzFRMG90MkNlUHZVdWpjR3hCb3NVeHhaMG5pZkhaYzVKUDhNaUdYZGZ4OXZzRGZKeGgyYjhxVkMyZnNUTjZWUlJK?oc=5,Ratio Raises Takeover Bid for Pharos after Rival Serica Offer,pending
2026-08-07,ITC,Century Pulp & Paper,,Materials,containers & packaging,3,METissue,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQTzZvVzlUQ2J5dE1rWlFiN1FWRXVRcXJDcmJOUlRwRnZ6eERDSUQ3OGlaa2NqM3cyT3Q4d1dZZ3NUcTktWnM2aVdvVkVWejlYLWFEaGRKbnhMajBJNjNKN2J2MWl6N2Rpb2ZQMDk5MFVpeFY0WnpwRkdrcjNQSWw4Q1NxY3J0RFV4?oc=5,ITC completes acquisition of Century Pulp & Paper,closed
2026-08-07,Kirin,Jamieson Wellness,C$2.5 billion,Consumer Staples,packaged goods,4,Investing News Network,https://news.google.com/rss/articles/CBMiygFBVV95cUxPTDFTcVlDcHFKUEp3ZFRocmdLWmc1Ui1UeU9LbkVCTjB4UVk1dmx3cW16b00tblctM0RvZ1dYVTNhdVNWaHZhNWRxREItMEEyUHRab0FPU3Y1X29PdmdDOW93NjdyYU9kX25ZSEdkTnlfNmpvR2puTDlOZ3lIT1RoVk5wUnpiN2lJMUxCMUUzX3cxbHMwR0NQVXd6UlB4dUw0YTV4cWtVcEV2TndTUkxUOHlyRlV2VnFjZmNULXhnTVBXVW04ak5DQ2Fn?oc=5,Jamieson Wellness Enters into Definitive Agreement to be Acquired by Kirin in C$2.5 Billion Transaction,closed
2026-08-07,Bain Capital,Gong Cha,$635 million,Consumer Discretionary,restaurants,3,Global Cosmetics News,https://news.google.com/rss/articles/CBMingFBVV95cUxONHRnNmoxaTFKOWZydkk5a3VqaXR6VXNzbS1BNXhXN3VZaFpTdFBjcjhYZHhJMWNkb1pmYWNXUW1xOGpua1dub3JRZ1VlUkp5cDlpaV93UDUyUlAwUDJaWDhnTmV1QV9La01SUVNsbU5faDE5NFdiZG1zdWlFVF9JTlZLcGhITHUtS2NDczROel9SQUVPY2dzNXdoM0JTQQ?oc=5,Bain Capital to Acquire Gong Cha for More Than US$635 Million,closed
2026-08-07,Francisco Partners,Command Alkon,,Technology,software,3,Pulse 2.0,https://news.google.com/rss/articles/CBMinwFBVV95cUxNbGR1Q1hvLXdaUTNKeU1LM1hVX0ZkSUFSa1VQSTVKZGlqT0lUMWUxTldkUGJfVm9ZSlY0VWpmdFd5UFd0WGZnU1hOT0tERng1YWplLVpfdlVacGpDc1ZVX1FNWFZOMFNGWmhiRDJCVEpua1VCY2xIRHZndlNvMEtla3lZU3A1OXRQZlRKdm1wTzhrTWxneXRMa0Y0VFFsalXSAaQBQVVfeXFMT2tRQTNCaGswc1k3TDJVa2JKSWVTNWRVX01KNl9wN2NETkdIYWtIX2dseW5wdy04ZjdFUThhMkxDSUJXNnRWX3VOUmI3YlAtQzRtRS1qNFFmNkZESHZ1bGxEUmVEZFdoWGFqaTVpM04xdWRuWkJVdmtUVzNYTzFPcXNPUlYyaGh3SGktc1lyOEZrY0pycmhZZy01NDA3Y0VBaUFYTFQ?oc=5,Francisco Partners To Acquire Majority Stake In Command Alkon From Thoma Bravo,closed
2026-08-07,Korsana,Cyclerion Therapeutics,,Healthcare,pharmaceuticals,2,Stock Titan,https://news.google.com/rss/articles/CBMixgFBVV95cUxObG9QM2d5WndxU2FIaHYyZG94Ymx5bWlaNWFsX0g1Z3AtWklLTTl5ZGJ4eTVVYTAzOXQ0VXJabjVhcUtDSnVsY2xUdEszQkNPaGNPOHprMnVEV09LbEU5cHhvRmZOMlJCVGgzdmtIbUgxVkZXZGNKOUsxTzhHSnZtNm9EZDMwQ1FEc2I4TW1venZOV1VJdVpIU1JlU00yeEVOaEVIRzhLWGM2Z1htSHNiOTVHVnhIRmdmT0tsekxUUU9uWkE4b3c?oc=5,"Cyclerion Therapeutics (CYCN) outlines terms, risks and disclosures for proposed Korsana merger",pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1970622/000121390026086814/ea0301206-8k_usarare.htm,"[8-K] USA Rare Earth, Inc.  (USAR)  (CIK 0001970622)",pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/750558/000119312526339585/qnbc-20260807.htm,[8-K] QNB CORP.  (QNBC)  (CIK 0000750558),pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/915840/000110465926092299/tm2622398d1_8k.htm,[8-K] BEAZER HOMES USA INC  (BZH)  (CIK 0000915840),pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1825088/000162828026054558/dream-20260806.htm,"[8-K] Dream Finders Homes, Inc.  (DFH)  (CIK 0001825088)",pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/69733/000143774926026426/ex_996462.htm,"[8-K] NATHANS FAMOUS, INC.  (NATH)  (CIK 0000069733)",pending
2026-08-07,,,,,,2,SEC EDGAR,https://www.sec.gov/Archives/edgar/data/1036044/000119312526338993/d103630ddefm14a.htm,"[DEFM14A] Identiv, Inc.  (INVE)  (CIK 0001036044)",pending
2026-08-07,Nokia,NXP Chandler chip fabs,,Technology,semiconductors,3,ABC15 Arizona,https://news.google.com/rss/articles/CBMisgFBVV95cUxNZWV3SmpkZmQ0VnhFTEpPcVJJalJJQmNJYlF3eEZlU0NlOGdiQkN5ZlpYLWZLRTg1OE5tTkhBLUNWTVRQRFliZHFuUVh0ZjgySUpSUkg4Z09TV1RGd25tb3Eyb0JZbHdmN3o2NGdjYnF6NjY5LWxSeEZBZG9hazBXSnNNc1c2UGZTWGctQkNrTVRiZjd4WFE5QkVmRFVlQUZEWmxsZUdTYnBNMGRhb2hZVC13?oc=5,Nokia snags NXP's Chandler chip fabs as it ramps up U.S. optical manufacturing,closed
2026-08-07,DNO,Genel,,Energy,oil & gas,2,Upstream Online,https://news.google.com/rss/articles/CBMivgFBVV95cUxOSUxPekxJODlDWWtBRi05Vm1qTG1NYnJXaE8xdEM5eDREWlhFQ3k5cE1qLTF1OTVlcXc5Uk9zZzdqYURmNG1nOWpVOE44TzJDM2tFaWRXdUVNc2NkX3diRGN5OWdoYWJiLUpiZ01UbkoyclRLVVZXMVU1cldHa0RoVjNGM0JveTl2aDA2U2tBNXZwWDYwRjJNRnZJSFItSDdseTd0UFRzR3k0bEYxRFhsUDFHblNvS3poWHBJTXNB?oc=5,UK listed player Genel tells Norway's DNO to make firm bid or walk away,pending
2026-08-07,Macquarie,IHS Towers assets in Brazil,,Communications,telecom,3,Investing.com Canada,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOYm11OE92MV9xLThYT3V2c0E2M1E2Y3dCaVhFS0xXeE85OE51NkNmeXVNeUh4bkYyUlVPTDVLV0tfQURXMzc5cWhvckh6aHRBc2IyZXd3S3YyUFhjQWdOdnZGNTFuX0JUdTlsTnBjWGdod3NJSWtBbVJsc3RDNHNmLTVoMzFlWW81RklWNW5ScWVDMnNCZ3hPV25yZ2N4ZWw2a2Z4Z09zdVI4aE02Tkw4RTB3WElOOXhfcFZXV2Ntajk?oc=5,Macquarie completes acquisition of IHS Towers assets in Brazil By Investing.com,closed
2026-08-10,Archer,"Boeing's Wisk Aero, Insitu and SkyGrid Businesses",,Industrials,aerospace & defense,4,citybiz.co,https://news.google.com/rss/articles/CBMipwFBVV95cUxNVFFfb3FuNVlMZ3hwcW5IU3B1NkR3b1BZR3pRbEJIeUstWi11NnltUDZnc1RaNG5uQ002X3I5anY2RXF6WGk4YWx0dERjQjFKWjAxZ0JxUWZlMEtrT1RLZ1BkRWNoX1hEcTVOb0JKcWtRN2VRN0N5eHphd2VEUUZhNUo4TGh6RjdfXzZndmNBbTVkME4xUF9xZF9KdW5wYXRZZUF3QzdUZw?oc=5,"Archer to Acquire Boeing’s Wisk Aero, Insitu and SkyGrid Businesses",closed
2026-08-10,OpenGate Capital,Maersk Training,,Industrials,transportation & logistics,3,citybiz.co,https://news.google.com/rss/articles/CBMiugFBVV95cUxOR2tZWWZJaVlsYlhVaXRWQmo1dFotYTZ6MXdSZXhEVkJQeGpodEtRdjlzNFRlMWpFdjlmVzlQTDBUeXdmdzQ2bUgwWlRFeVVYRDFEaHU5NEFBVWZqb2dkczNncHZFNEdiT3lxWERGcVBYY1hXTk0ya3pWREJJdXpvdl9waUhEZ0ZmaE9UVEFOUTg1OVoxM3lYLUJweWZLR2dwUzM1SUhKVDh5Q1NJbXpVS3JxNS1kbnhqdVE?oc=5,OpenGate Capital to Acquire Maersk Training in Global Safety Services Carve-Out,closed
2026-08-10,Amneal,Kashiv BioSciences,,Healthcare,pharmaceuticals,3,Investing.com Canada,https://news.google.com/rss/articles/CBMisAFBVV95cUxPdVRZQ2ZkYXNlSWx2QjQySUV4MzM0TGQxT2plYzdzRzk1a2tKMXpXQ0VjbUZFaFMxNlRTMDBCLVE4cjZ3Zmx2ZmRvRVdrYThteC1xTkRaNWlESEE5SlA2aUZ3Mzh4OUg4T2RVSUNJZ3FwUGxVMnl4QUt3QVlBVmlnZTRadU5JUl9Idm9vVlZKY2hiSWRNWVhDblpOb1hyYnlqeVRDaGlTd1o3M1Y4Qng3cw?oc=5,Amneal completes acquisition of Kashiv BioSciences By Investing.com,closed
2026-08-10,Safe Harbor,MarineMax,$1.5B,Consumer Discretionary,leisure,4,SuperYacht Times,https://news.google.com/rss/articles/CBMifkFVX3lxTE1MYzBnU2VLcnFtVlFQM09DWGZSVThFVm1JS3FlRFJ2RkpHNGFMR1d5QzlxUWduc3hKZjlELWFjUmtSUzY5MFBRb3ZNRFJQYVhDOWs3VVE3Y1FjTFM3azZhSkxjNUZYN3BIcWZkR0lhZ2RsNU4wdmdyUTNjZmlsUQ?oc=5,Safe Harbor to acquire MarineMax in $1.5B all-cash transaction,closed
2026-08-10,IES,DBM Global,$685M,Industrials,construction & engineering,4,Stock Titan,https://news.google.com/rss/articles/CBMiigFBVV95cUxPTm5wLWdTQkRjTW9laWJ2b2x3RnNnZjRNWThmUU9INU1kOUdOMDhtMTdjOExmTC15Qnl0VEpvekhGQ3VSZlBaSEtBVFQtWXBtRTZ3ZXUyR0d4TVhpc0VyWHBLdkdqOWFOQk1GYm54d01DeWJhYmkwUlRaWkhMYkJBZzJDdEk2SFBXR3c?oc=5,"DBM Global, with about $1.3B revenue, set to join IES in $685M deal",closed
2026-08-10,Marex Group Limited,Brainchild Capital Investments,,Financials,capital markets,3,The Manila Times,https://news.google.com/rss/articles/CBMitwJBVV95cUxPWDZYWS1LSW1ESGRlTmYzb3MydTJXWUZDaWVudzRSR1UwSTFJMHBZYl95RlRjTDRYMlJ4OHQzQnRvSWsyaGcxUzdMSmx6VFNoOFdCbXpDT0NZLURBNkNUSWFZT0FWYmprcDNQbnNMRmlhdEQ1OVF5dGhMdVZOVDRGQWs2MkdUYWV1WEx3MjBTZjFrNXNQYzhqVW8xZUNOVnd0MVdxR3hwMExibGNrOVVhY0wybjZRX3dWdFVZNGt3OG42ZUo1M0E1TE1YTEY5U1kyNzFBYTktUkUtSExkbTNnM3VXbG9fNXZBMnpSVnRRRVJCemdrc3FNYXRoZmJNR1FPR0dYTENHTXN0NktnQlVwVzV1TF9OalBPVjFDSDJuS1BQWW1wOGt4dXMyTVhWd2diZ29LVldCRQ?oc=5,"Marex Group Limited agrees to acquire Brainchild Capital Investments, providing access to derivatives and physical markets in power and gas",closed
